age,income,purchase_amount,monthly_visits,satisfaction_score,gender,product_type,purchased
69.91966317029105,90276.13142374162,415.43075209143166,10.06062160253551,10.015357287453414,0.029842058998502,1.992348840890409,1
50.06634508804446,59415.00683096483,353.4857640150874,1.888795430882987,9.94718406661831,0.0034221706878195,0.979269399848282,1
43.7180013869167,74940.50831587592,403.9629677348084,7.989122308894894,4.005862965999206,0.004147191492412,0.0002064816033957,1
64.65318399144307,55949.1982208761,106.1633481544319,7.137168770173844,5.938462874878086,0.9882482010610192,-0.0100190868747138,1
78.0,26090.0,332.0,9.0,4.0,1.0,1.0,0
17.905828508584246,93358.12178936388,417.29589590957727,4.103967437276888,1.1120392438895212,0.0009531056509372,2.016111600431828,0
61.64754251043589,58047.54985158365,174.82780210497577,12.953414401049054,9.934622964811492,1.0140287490662214,1.9684585364448208,1
27.319207246866263,70583.56188559197,144.11485700762933,3.805612631274916,9.94796120323363,0.997451341465982,0.9769204117522416,1
42.70565063162552,63410.54075140878,449.5015463982104,3.0271107873253325,10.02262552446051,1.0019403915606375,0.9838155692875584,1
18.0,40358.0,51.0,4.0,4.0,1.0,0.0,0
22.390972164288332,47513.61980599641,486.23684512098265,4.01528751543693,4.099393904321399,0.9936466636283114,0.0074250503263183,1
49.75578947368421,58971.67578947369,251.50315789473683,19.0,2.0,0.0,1.0,0
17.72129897500404,40729.36503567732,54.2535716650415,3.9005303387507193,4.005639388828764,1.0019056834119866,0.015719054505272,0
66.48636790053077,67620.57533021767,431.0401767800265,4.020280478904442,2.923536905725681,0.0198657495257979,1.9824794147791152,0
61.39389411260259,75754.98821208118,479.3429691663385,12.113077420915326,0.9758180547019756,-0.0163890580557754,1.9787178996992985,1
79.4404458663362,74754.44778188977,488.2031898791189,17.969227691004633,3.0038393275409674,0.0028722754406541,-0.0066804126630028,1
49.75578947368421,49703.0,191.0,10.0,2.0,1.0,2.0,0
40.81292327159948,94024.06255850314,442.3431813324279,14.93829878966908,0.9973063076049076,0.0045752512903978,1.0169652219447751,1
70.97881939608808,50409.04348679551,101.20789838015516,1.077287640075462,8.02238423573913,0.9919596797690698,0.0007599389058023,1
50.0,58971.67578947369,260.0,18.0,1.0,0.0,0.0,1
67.37266641172612,92342.51822674014,130.77497900690446,1.1277769312483408,8.008592307491957,0.020877060378556,2.019777830052647,1
54.0,67280.0,166.0,15.0,7.0,1.0,1.0,1
49.75578947368421,35254.0,28.0,8.0,4.0,1.0,2.0,0
19.13368271008421,30987.693034567023,251.83148089826165,7.160718544720146,7.0685956641583445,1.0060663651596813,2.007420834708844,1
49.0,21542.0,270.0,3.0,4.0,1.0,2.0,1
56.0,64482.0,32.0,5.0,1.0,0.0,0.0,1
79.0,85417.0,251.50315789473683,13.0,7.0,0.0,1.0,0
19.76993326764641,43953.24285130044,163.12032866531328,19.07551390140958,4.978566074329724,-0.0012266564585563,2.0252779439168256,0
42.00186583893171,25581.9679344752,488.2432695696563,6.122173125028015,9.969732439669052,-0.0056963190962527,0.0032292456875034,0
49.66556736832717,19989.852712350126,171.60388792709452,6.996952472669604,8.987021747383617,-0.0299008079494332,0.9867024170687309,0
28.0,65106.0,485.0,2.0,6.0,1.0,0.0,1
41.0,46092.0,305.0,1.0,3.0,0.0,0.0,1
42.67641729916794,24212.69815355384,282.2468970047406,6.850212918866406,2.0434405025707205,0.0078877833371535,-0.0101126451129045,0
64.0,47285.0,459.0,9.0,7.0,1.0,1.0,0
